96,1579118274
96,1579118275
96,1579118276
95,1579118277
95,1579118278
94,1579118279
94,1579118280
94,1579118281
93,1579118282
93,1579118284
93,1579118285
93,1579118286
92,1579118287
91,1579118288
90,1579118289
90,1579118289
89,1579118290
88,1579118291
88,1579118292
88,1579118293
88,1579118294
88,1579118295
88,1579118296
88,1579118297
89,1579118298
89,1579118299
89,1579118300
89,1579118301
90,1579118302
90,1579118303
90,1579118304
91,1579118305
91,1579118306
91,1579118307
92,1579118308
92,1579118309
92,1579118310
92,1579118311
91,1579118312
91,1579118313
91,1579118314
90,1579118315
90,1579118316
90,1579118317
90,1579118318
90,1579118319
91,1579118320
91,1579118321
92,1579118322
92,1579118323
93,1579118324
93,1579118325
93,1579118326
93,1579118328
93,1579118329
93,1579118331
93,1579118331
93,1579118332
94,1579118333
94,1579118334
95,1579118335
95,1579118336
95,1579118337
95,1579118338
95,1579118339
94,1579118340
98,1579118481
98,1579118482
98,1579118483
98,1579118484
98,1579118485
97,1579118486
97,1579118487
97,1579118488
96,1579118489
96,1579118491
97,1579118492
97,1579118493
97,1579118494
97,1579118495
97,1579118496
97,1579118497
96,1579118498
96,1579118499
95,1579118500
94,1579118501
94,1579118502
93,1579118503
93,1579118504
93,1579118504
93,1579118505
93,1579118506
93,1579118507
94,1579118508
95,1579118509
95,1579118510
96,1579118511
98,1579118514
98,1579118514
99,1579118515
100,1579118515
100,1579118516
99,1579118517
99,1579118518
97,1579118519
96,1579118520
96,1579118521
97,1579118522
97,1579118523
97,1579118524
97,1579118525
97,1579118526
100,1579118527
103,1579118528
106,1579118529
108,1579118530
110,1579118531
110,1579118532
111,1579118533
111,1579118534
112,1579118535
113,1579118536
113,1579118537
112,1579118538
111,1579118539
109,1579118540
108,1579118542
108,1579118543
109,1579118544
111,1579118545
112,1579118546
113,1579118547
114,1579118549
114,1579118549
114,1579118550
114,1579118553
114,1579118553
114,1579118553
114,1579118554
114,1579118555
114,1579118556
114,1579118557
114,1579118558
114,1579118559
114,1579118560
114,1579118561
114,1579118562
113,1579118563
111,1579118564
111,1579118565
109,1579118566
108,1579118567
107,1579118568
107,1579118569
108,1579118570
109,1579118571
110,1579118572
112,1579118573
112,1579118574
113,1579118575
113,1579118576
114,1579118577
113,1579118578
113,1579118579
113,1579118580
112,1579118581
112,1579118582
111,1579118583
110,1579118584
109,1579118585
109,1579118586
109,1579118587
110,1579118588
110,1579118589
111,1579118590
112,1579118591
113,1579118592
114,1579118593
115,1579118594
115,1579118595
115,1579118596
115,1579118597
115,1579118598
114,1579118599
114,1579118600
113,1579118601
112,1579118602
112,1579118603
111,1579118603
111,1579118604
111,1579118605
111,1579118606
110,1579118607
110,1579118608
111,1579118609
111,1579118610
111,1579118611
112,1579118612
112,1579118613
112,1579118614
112,1579118615
111,1579118616
111,1579118617
111,1579118618
111,1579118619
111,1579118620
111,1579118621
111,1579118622
111,1579118623
111,1579118624
110,1579118625
110,1579118626
110,1579118627
110,1579118628
110,1579118629
111,1579118630
111,1579118631
111,1579118632
111,1579118633
111,1579118634
111,1579118635
111,1579118636
111,1579118637
112,1579118638
112,1579118640
113,1579118641
114,1579118642
114,1579118643
115,1579118644
115,1579118645
115,1579118646
116,1579118647
116,1579118648
116,1579118649
116,1579118650
116,1579118651
116,1579118652
116,1579118653
115,1579118654
115,1579118655
115,1579118656
115,1579118657
116,1579118658
117,1579118659
117,1579118660
117,1579118661
118,1579118662
118,1579118663
119,1579118664
120,1579118665
120,1579118666
121,1579118667
122,1579118668
123,1579118669
124,1579118670
124,1579118671
125,1579118672
125,1579118673
126,1579118674
126,1579118675
126,1579118676
126,1579118677
126,1579118678
126,1579118679
126,1579118680
126,1579118681
126,1579118682
126,1579118683
126,1579118684
126,1579118685
126,1579118686
127,1579118687
127,1579118688
